neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;reviews_per_month;calculated_host_listings_count;availability_365
Lisboa;Campo de Ourique;Private room;40;1;2;2;1;113
Lisboa;Marvila;Private room;330;1;0;;1;0
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;230;3;38;0.59;1;115
Lisboa;Campolide;Entire home/apt;200;1;0;;1;0
Lisboa;Campo de Ourique;Private room;79;3;17;0.88;4;215
Lisboa;Santa Maria Maior;Entire home/apt;70;3;155;2.32;1;361
Lisboa;Areeiro;Entire home/apt;1500;1;0;;1;0
Lisboa;So Vicente;Entire home/apt;250;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;95;2;39;0.59;1;310
Lisboa;Avenidas Novas;Private room;95;1;0;;1;0
Lisboa;So Domingos de Benfica;Private room;500;1;0;;2;0
Lisboa;Lumiar;Private room;180;1;0;;1;0
Sintra;Colares;Private room;25;2;259;3.90;1;352
Lisboa;Santo Antnio;Entire home/apt;55;2;181;2.71;1;360
Lisboa;So Vicente;Entire home/apt;80;3;144;2.21;1;358
Lisboa;Santa Maria Maior;Entire home/apt;40;1;255;3.81;7;363
Lisboa;So Domingos de Benfica;Private room;500;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;55;3;278;4.16;1;335
Lisboa;Alvalade;Entire home/apt;80;30;11;0.17;3;193
Lisboa;Arroios;Private room;42;7;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;99;3;77;1.22;18;322
Lisboa;Santa Maria Maior;Entire home/apt;56;2;18;0.27;315;261
Torres Vedras;So Pedro da Cadeira;Entire home/apt;479;3;8;0.12;1;319
Lisboa;So Domingos de Benfica;Entire home/apt;50;3;55;0.82;1;0
Cascais;Cascais e Estoril;Entire home/apt;62;5;22;0.33;1;331
Lisboa;Estrela;Entire home/apt;200;1;110;1.73;1;322
Lisboa;Areeiro;Shared room;145;1;0;;3;365
Lisboa;Areeiro;Private room;289;1;0;;3;365
Lisboa;Santo Antnio;Entire home/apt;70;4;53;1.99;1;22
Lisboa;Santo Antnio;Private room;300;1;0;;1;0
Lisboa;Santo Antnio;Private room;80;1;0;;1;0
Loures;Camarate, Unhos e Apelao;Entire home/apt;500;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;300;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;500;1;0;;1;365
Lisboa;Santo Antnio;Entire home/apt;70;4;244;3.64;1;249
Lisboa;Santa Maria Maior;Entire home/apt;72;3;49;0.74;2;24
Lisboa;Santo Antnio;Entire home/apt;48;2;206;3.07;2;304
Lisboa;Campo de Ourique;Entire home/apt;400;1;0;;1;0
Odivelas;Odivelas;Entire home/apt;1000;1;0;;1;0
Lisboa;So Vicente;Private room;150;1;0;;1;0
Sintra;Queluz e Belas;Entire home/apt;35;2;10;0.15;1;21
Lisboa;Estrela;Entire home/apt;300;1;0;;1;0
Cascais;Cascais e Estoril;Entire home/apt;70;5;24;0.37;1;364
Mafra;Ericeira;Entire home/apt;270;3;34;0.62;2;335
Lisboa;Alvalade;Private room;70;1;0;;2;0
Lisboa;Alvalade;Private room;90;1;0;;2;0
Mafra;Ericeira;Entire home/apt;100;1;105;1.61;1;335
Lisboa;So Domingos de Benfica;Private room;1500;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;46;4;173;2.58;2;348
Amadora;Encosta do Sol;Entire home/apt;300;1;0;;1;0
Lisboa;So Vicente;Entire home/apt;69;3;128;1.91;1;348
Mafra;Ericeira;Entire home/apt;140;3;12;0.20;2;335
Lisboa;Misericrdia;Entire home/apt;37;2;340;5.08;3;350
Cascais;So Domingos de Rana;Entire home/apt;225;7;11;0.17;1;362
Lisboa;So Domingos de Benfica;Entire home/apt;1000;1;0;;2;0
Lisboa;So Domingos de Benfica;Entire home/apt;1000;1;0;;2;0
Lisboa;So Vicente;Entire home/apt;60;3;227;3.38;1;343
Lisboa;Lumiar;Entire home/apt;55;4;2;0.04;1;0
Lisboa;Misericrdia;Entire home/apt;55;3;1;0.05;24;259
Odivelas;Ramada e Caneas;Entire home/apt;150;1;0;;1;0
Lisboa;Estrela;Entire home/apt;300;1;0;;1;0
Lisboa;Estrela;Entire home/apt;40;2;116;1.73;1;122
Mafra;Ericeira;Entire home/apt;150;3;53;0.81;3;54
Lisboa;Benfica;Entire home/apt;3500;1;0;;1;0
Sintra;Massam e Monte Abrao;Entire home/apt;400;2;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;46;2;202;3.02;3;336
Lisboa;Santo Antnio;Entire home/apt;55;3;7;0.18;1;51
Lisboa;Misericrdia;Entire home/apt;70;2;232;3.47;1;356
Lisboa;Areeiro;Private room;14;1;37;0.68;3;123
Lisboa;Santa Maria Maior;Entire home/apt;127;1;129;1.94;26;290
Lisboa;Santa Maria Maior;Entire home/apt;49;3;111;1.66;3;343
Lisboa;Lumiar;Private room;1000;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;94;3;133;1.98;1;0
Lisboa;Avenidas Novas;Private room;325;1;0;;1;0
Lisboa;Arroios;Entire home/apt;54;3;14;0.29;15;328
Lisboa;Ajuda;Entire home/apt;400;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;1200;1;0;;1;0
Lisboa;Campolide;Entire home/apt;900;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;500;1;0;;1;0
Lisboa;Santo Antnio;Private room;200;1;0;;1;365
Lisboa;So Domingos de Benfica;Entire home/apt;650;1;0;;1;365
Lisboa;Benfica;Entire home/apt;1500;2;0;;1;0
Lisboa;Avenidas Novas;Entire home/apt;990;1;0;;2;0
Lisboa;Misericrdia;Entire home/apt;128;1;117;1.75;1;0
Lisboa;Santo Antnio;Entire home/apt;64;2;245;3.79;1;288
Lisboa;Misericrdia;Entire home/apt;95;3;99;1.52;1;181
Lisboa;Santo Antnio;Entire home/apt;55;3;425;6.35;3;126
Lisboa;Carnide;Entire home/apt;1000;1;0;;1;0
Lisboa;Lumiar;Private room;500;1;0;;1;0
Lisboa;Benfica;Private room;400;1;0;;1;0
Lisboa;Campo de Ourique;Private room;45;3;0;;1;0
Mafra;Carvoeira;Entire home/apt;25;3;66;1.02;4;360
Lisboa;Santa Maria Maior;Entire home/apt;47;2;297;4.46;2;293
Lisboa;Lumiar;Entire home/apt;700;2;0;;1;0
Lisboa;Alvalade;Private room;85;1;0;;1;0
Odivelas;Odivelas;Private room;350;1;0;;2;0
Odivelas;Odivelas;Private room;410;1;0;;2;0
Cascais;Cascais e Estoril;Private room;30;5;10;0.19;1;331
Lisboa;Santa Maria Maior;Entire home/apt;48;2;253;3.77;2;341
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;400;2;0;;1;365
Lisboa;So Domingos de Benfica;Entire home/apt;100;1;0;;1;0
Loures;Santo Antnio dos Cavaleiros e Frielas;Entire home/apt;650;1;0;;1;0
Lisboa;Carnide;Entire home/apt;2000;1;0;;1;0
Cascais;Cascais e Estoril;Entire home/apt;49;5;3;0.06;1;0
Lisboa;Avenidas Novas;Entire home/apt;400;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;170;3;3;0.06;24;88
Lisboa;Misericrdia;Entire home/apt;105;3;40;0.62;24;288
Lisboa;Santa Maria Maior;Entire home/apt;68;2;4;0.06;65;356
Lisboa;Arroios;Private room;100;1;0;;1;0
Lisboa;Campo de Ourique;Entire home/apt;3000;1;0;;1;0
Lisboa;Benfica;Entire home/apt;500;1;0;;1;365
Sintra;Colares;Entire home/apt;116;2;101;1.52;2;342
Lisboa;Arroios;Entire home/apt;500;1;0;;1;0
Cascais;Cascais e Estoril;Private room;100;7;1;0.03;2;0
Lisboa;So Domingos de Benfica;Entire home/apt;800;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;150;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;185;3;269;4.10;17;220
Lisboa;So Domingos de Benfica;Private room;150;1;0;;2;365
Amadora;guas Livres;Private room;25;1;8;0.12;1;323
Lisboa;Santa Maria Maior;Entire home/apt;1200;1;0;;1;0
Lisboa;Santo Antnio;Entire home/apt;60;3;66;1.18;2;235
Lisboa;So Vicente;Private room;150;1;0;;1;0
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;106;1;290;4.49;2;208
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;150;1;0;;1;365
Lisboa;Estrela;Private room;100;1;0;;1;360
Lisboa;Parque das Naes;Entire home/apt;225;2;0;;1;0
Lisboa;Santo Antnio;Entire home/apt;490;1;0;;1;0
Cascais;Cascais e Estoril;Entire home/apt;104;2;2;0.05;65;117
Lisboa;Alvalade;Entire home/apt;35;2;85;1.29;3;114
Lisboa;Misericrdia;Entire home/apt;52;2;42;0.64;1;360
Lisboa;Arroios;Private room;300;1;0;;2;0
Lisboa;Arroios;Entire home/apt;150;2;28;0.43;2;0
Lisboa;Campo de Ourique;Private room;280;1;0;;1;0
Lisboa;Carnide;Private room;150;1;0;;1;0
Mafra;Ericeira;Private room;30;2;10;0.15;1;0
Lisboa;Estrela;Entire home/apt;103;1;1;0.08;1;86
Lisboa;Lumiar;Entire home/apt;500;1;0;;1;0
Lisboa;Campo de Ourique;Entire home/apt;700;1;0;;1;0
Cadaval;Peral;Entire home/apt;150;3;1;0.02;3;365
Lisboa;Santo Antnio;Entire home/apt;150;2;30;0.46;2;0
Lisboa;Misericrdia;Entire home/apt;100;3;22;0.34;6;317
Lisboa;Benfica;Entire home/apt;850;1;0;;1;0
Lisboa;Estrela;Entire home/apt;590;1;0;;1;0
Lisboa;Benfica;Entire home/apt;500;1;0;;1;0
Lisboa;Estrela;Entire home/apt;550;1;0;;1;0
Lisboa;Campo de Ourique;Entire home/apt;45;1;1;0.02;1;0
Lisboa;Arroios;Private room;100;1;0;;1;0
Lisboa;Penha de Frana;Entire home/apt;500;1;0;;1;0
Lisboa;Areeiro;Entire home/apt;1500;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;50;2;6;0.09;315;269
Lisboa;So Domingos de Benfica;Entire home/apt;750;1;0;;1;0
Lisboa;Santo Antnio;Entire home/apt;75;2;253;3.87;1;351
Lisboa;Arroios;Entire home/apt;42;2;255;4.06;1;228
Lisboa;Misericrdia;Entire home/apt;55;1;146;2.21;1;85
Cascais;Carcavelos e Parede;Entire home/apt;55;7;63;0.96;1;227
Lisboa;Lumiar;Private room;400;1;0;;1;0
Lisboa;Santo Antnio;Private room;150;1;0;;1;0
Lisboa;Lumiar;Entire home/apt;100;3;2;0.03;1;0
Lisboa;Misericrdia;Entire home/apt;43;1;37;0.62;1;0
Lisboa;Santa Maria Maior;Entire home/apt;49;2;20;0.38;1;56
Lisboa;Estrela;Entire home/apt;70;1;51;0.78;2;3
Cascais;Cascais e Estoril;Private room;117;1;0;;1;0
Lisboa;Arroios;Private room;600;1;0;;1;0
Cascais;Alcabideche;Private room;150;1;0;;1;365
Lisboa;Santo Antnio;Entire home/apt;250;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;1500;1;0;;1;0
Lisboa;Carnide;Entire home/apt;600;1;0;;1;365
Lisboa;Estrela;Entire home/apt;42;3;77;1.18;1;328
Amadora;Venteira;Private room;500;1;0;;1;0
Lisboa;Arroios;Entire home/apt;195;2;33;0.55;1;270
Lisboa;So Domingos de Benfica;Private room;500;1;0;;1;365
Lisboa;Campolide;Private room;500;1;0;;1;365
Lisboa;Avenidas Novas;Private room;30;3;16;0.31;3;155
Mafra;Ericeira;Entire home/apt;50;3;4;0.06;1;0
Lisboa;Santa Maria Maior;Private room;600;1;0;;2;0
Lisboa;Benfica;Private room;1200;1;0;;1;0
Lisboa;Carnide;Private room;800;1;0;;2;0
Lisboa;Penha de Frana;Entire home/apt;1000;1;0;;3;0
Lisboa;Santo Antnio;Entire home/apt;101;4;44;0.67;1;78
Lisboa;Benfica;Entire home/apt;700;1;0;;1;365
Lisboa;Benfica;Private room;60;1;0;;2;0
Lisboa;Arroios;Private room;600;1;0;;1;0
Lisboa;Lumiar;Entire home/apt;500;1;0;;2;0
Lisboa;Alvalade;Entire home/apt;500;1;0;;2;0
Lisboa;Santo Antnio;Entire home/apt;500;1;0;;1;0
Lisboa;Benfica;Private room;50;1;0;;2;0
Cascais;Cascais e Estoril;Entire home/apt;50;3;2;0.03;1;0
Lisboa;Areeiro;Private room;250;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;75;3;51;0.78;1;0
Lisboa;Penha de Frana;Entire home/apt;300;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;200;1;0;;1;0
Sintra;Rio de Mouro;Private room;1000;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;158;2;48;0.77;1;364
Lisboa;Penha de Frana;Private room;500;1;0;;3;0
Lourinh;Lourinh e Atalaia;Entire home/apt;125;3;4;0.10;1;362
Lisboa;Parque das Naes;Entire home/apt;90;3;9;0.17;2;48
Lisboa;Marvila;Private room;150;1;0;;1;365
Odivelas;Odivelas;Entire home/apt;250;1;0;;1;0
Lisboa;So Domingos de Benfica;Entire home/apt;70;4;109;1.65;18;0
Cascais;Cascais e Estoril;Entire home/apt;68;2;5;0.12;65;342
Lisboa;Misericrdia;Entire home/apt;73;2;396;5.94;20;284
Lisboa;Misericrdia;Entire home/apt;40;4;171;2.56;2;261
Lisboa;Avenidas Novas;Private room;600;1;0;;1;0
Sintra;Colares;Entire home/apt;80;2;75;1.13;1;365
Lisboa;Misericrdia;Private room;150;1;0;;1;0
Mafra;Igreja Nova e Cheleiros;Private room;100;1;0;;1;0
Loures;Moscavide e Portela;Private room;500;1;0;;1;0
Lisboa;Arroios;Shared room;400;1;0;;2;0
Lisboa;Penha de Frana;Private room;500;1;0;;3;0
Lisboa;Santa Maria Maior;Entire home/apt;80;5;82;1.29;2;118
Lisboa;Arroios;Entire home/apt;200;5;0;;1;165
Lisboa;Santo Antnio;Private room;300;1;0;;1;365
Lisboa;Marvila;Private room;400;1;0;;1;0
Amadora;guas Livres;Entire home/apt;1000;1;0;;1;0
Lisboa;Misericrdia;Private room;120;1;0;;1;365
Lisboa;Misericrdia;Entire home/apt;90;3;94;1.45;1;353
Sintra;Colares;Entire home/apt;458;4;8;0.42;4;296
Lisboa;Misericrdia;Private room;299;1;0;;1;0
Lisboa;Lumiar;Private room;150;1;0;;1;0
Odivelas;Odivelas;Entire home/apt;200;1;0;;2;0
Odivelas;Ramada e Caneas;Private room;200;1;0;;2;0
Lisboa;Benfica;Entire home/apt;1000;1;0;;1;365
Cascais;Cascais e Estoril;Entire home/apt;80;2;27;0.42;1;271
Lisboa;Misericrdia;Entire home/apt;35;4;62;2.67;1;23
Lisboa;Santa Maria Maior;Private room;35;2;20;0.30;2;87
Lisboa;Arroios;Entire home/apt;140;1;14;0.26;4;290
Lisboa;Lumiar;Private room;250;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;45;2;179;2.68;6;339
Sintra;Almargem do Bispo, Pro Pinheiro e Montelavar;Entire home/apt;320;2;17;0.55;1;166
;;;;;;;;
Ericeira;38.98515;150;2;17;;1;358;
Lisboa;So Vicente;Entire home/apt;65;3;123;2.33;5;177
Lisboa;So Vicente;Entire home/apt;65;3;148;2.25;5;180
Lisboa;Misericrdia;Entire home/apt;89;2;378;5.66;20;250
Lisboa;Estrela;Private room;20;3;23;0.40;3;73
Oeiras;Carnaxide e Queijas;Entire home/apt;80;5;9;0.14;1;0
Mafra;Ericeira;Entire home/apt;30;3;56;1.05;2;202
Lisboa;Alcntara;Entire home/apt;150;7;3;0.06;1;365
Mafra;Ericeira;Entire home/apt;30;3;35;0.55;2;214
Lisboa;Misericrdia;Entire home/apt;100;300;86;1.32;3;0
Mafra;Santo Isidoro;Entire home/apt;160;7;8;0.27;1;349
Cascais;Cascais e Estoril;Entire home/apt;55;2;32;0.76;4;92
Lisboa;Santa Maria Maior;Entire home/apt;90;2;2;0.03;111;23
Cascais;Carcavelos e Parede;Private room;40;5;1;0.02;1;365
Lisboa;So Vicente;Entire home/apt;85;2;122;1.92;1;91
Torres Vedras;Silveira;Shared room;17;1;8;0.28;3;179
Cascais;Cascais e Estoril;Entire home/apt;49;3;46;0.71;2;155
Lisboa;Santa Maria Maior;Entire home/apt;40;2;164;2.49;6;232
Lisboa;Santa Maria Maior;Entire home/apt;80;1;1;0.03;15;356
Lisboa;Santa Maria Maior;Entire home/apt;89;3;114;1.94;18;295
Cadaval;Vilar;Entire home/apt;120;1;2;0.05;8;365
Lisboa;So Vicente;Entire home/apt;67;2;113;1.89;1;123
Cadaval;Vilar;Private room;110;1;0;;8;362
Cadaval;Vilar;Entire home/apt;90;1;1;0.06;8;365
Cadaval;Vilar;Private room;75;1;0;;8;362
Cadaval;Vilar;Private room;75;1;2;0.03;8;362
Lisboa;Misericrdia;Entire home/apt;49;3;318;4.82;2;327
Cadaval;Vilar;Private room;75;1;0;;8;362
Cadaval;Vilar;Private room;75;1;1;0.03;8;365
Cadaval;Vilar;Private room;95;1;0;;8;361
Lisboa;Estrela;Entire home/apt;115;1;0;;1;301
Cascais;Cascais e Estoril;Entire home/apt;190;3;24;0.37;2;175
Lisboa;Arroios;Entire home/apt;500;3;95;1.52;70;273
Sintra;Colares;Entire home/apt;210;5;1;0.06;1;365
Lisboa;Misericrdia;Entire home/apt;90;1;235;3.62;8;347
Lisboa;Santa Maria Maior;Entire home/apt;95;2;241;3.74;1;323
Lisboa;Misericrdia;Entire home/apt;40;2;300;4.54;18;343
Cascais;Cascais e Estoril;Entire home/apt;149;3;101;1.57;1;228
Mafra;Ericeira;Entire home/apt;150;7;11;0.21;6;290
Lisboa;Arroios;Private room;21;1;111;1.67;1;70
Mafra;Ericeira;Entire home/apt;60;5;4;0.10;6;365
Lisboa;Misericrdia;Entire home/apt;25;1;216;3.29;4;223
Lisboa;Misericrdia;Entire home/apt;44;2;296;4.48;18;356
Loures;Santo Antnio dos Cavaleiros e Frielas;Entire home/apt;110;1;0;;1;365
Mafra;Ericeira;Private room;35;2;14;0.22;7;363
Lisboa;Estrela;Entire home/apt;124;2;199;3.05;2;112
Torres Vedras;Silveira;Entire home/apt;49;2;15;0.23;2;363
Lisboa;Santa Maria Maior;Entire home/apt;65;3;352;5.34;22;240
Lisboa;Santa Maria Maior;Entire home/apt;100;4;15;0.27;2;146
Lisboa;Santa Maria Maior;Entire home/apt;50;2;34;0.54;16;348
Lisboa;Santa Maria Maior;Entire home/apt;99;4;181;2.79;8;336
Lisboa;Misericrdia;Entire home/apt;66;3;79;1.20;1;211
Lisboa;Santa Maria Maior;Entire home/apt;105;3;3;0.05;15;298
Lisboa;Santa Maria Maior;Entire home/apt;90;3;4;0.06;1;1
Lisboa;Santo Antnio;Entire home/apt;56;3;179;2.78;1;321
Mafra;Santo Isidoro;Private room;50;1;2;0.03;7;156
Lisboa;Lumiar;Private room;55;2;12;0.44;1;174
Lisboa;Santa Maria Maior;Entire home/apt;40;2;8;0.12;111;22
Mafra;Santo Isidoro;Shared room;20;1;3;0.06;7;156
Lisboa;Santa Maria Maior;Entire home/apt;105;1;24;0.37;4;349
Mafra;Santo Isidoro;Private room;50;1;1;0.31;7;156
Lisboa;Avenidas Novas;Entire home/apt;59;3;198;2.99;1;301
Lisboa;Penha de Frana;Private room;20;2;203;3.37;13;16
Lisboa;Santa Maria Maior;Entire home/apt;150;3;91;1.39;70;319
Cascais;Cascais e Estoril;Private room;35;1;47;0.73;5;179
Mafra;Santo Isidoro;Entire home/apt;490;2;16;0.29;2;302
Lisboa;Santa Maria Maior;Entire home/apt;35;2;373;5.68;1;340
Cadaval;Peral;Entire home/apt;150;3;2;0.03;3;365
Cascais;Cascais e Estoril;Hotel room;86;4;7;0.11;38;346
Lisboa;Santa Maria Maior;Entire home/apt;80;1;6;0.13;4;357
Lisboa;Misericrdia;Entire home/apt;92;2;338;5.16;2;262
Lisboa;Santa Maria Maior;Entire home/apt;50;2;18;0.28;16;350
Lisboa;Misericrdia;Entire home/apt;80;1;268;4.25;8;344
Lisboa;Misericrdia;Entire home/apt;90;1;324;5.16;8;298
Lisboa;Estrela;Entire home/apt;95;1;107;1.69;8;339
Lisboa;Misericrdia;Entire home/apt;43;4;169;2.57;1;142
Lisboa;Santa Maria Maior;Entire home/apt;64;2;340;5.22;1;204
Lisboa;Penha de Frana;Entire home/apt;60;3;104;1.74;1;357
Lisboa;Santa Maria Maior;Entire home/apt;52;3;155;2.36;2;285
Lisboa;Misericrdia;Entire home/apt;46;3;19;0.30;315;285
Lourinh;Ribamar;Entire home/apt;80;7;23;0.36;2;0
Lisboa;Campo de Ourique;Entire home/apt;50;3;110;1.72;1;87
Lourinh;Ribamar;Entire home/apt;49;7;8;0.19;2;365
Mafra;Ericeira;Entire home/apt;60;4;7;0.11;1;362
Lisboa;Campolide;Private room;45;2;153;2.32;2;0
Lisboa;Santo Antnio;Hotel room;40;1;94;1.48;3;61
Mafra;Santo Isidoro;Shared room;20;1;3;0.05;7;156
Mafra;Santo Isidoro;Shared room;20;1;5;0.12;7;156
Lisboa;Santa Maria Maior;Entire home/apt;65;1;402;6.06;1;305
Lisboa;Santa Maria Maior;Entire home/apt;89;3;119;1.89;18;313
Lisboa;So Vicente;Private room;17;3;185;2.82;3;342
Sintra;Colares;Private room;98;2;2;0.04;3;364
Sintra;Colares;Private room;125;2;5;0.08;3;364
Sintra;Colares;Private room;105;2;2;0.03;3;364
Mafra;Santo Isidoro;Private room;45;1;3;0.05;7;156
Sintra;Colares;Private room;45;3;28;0.49;7;364
Lisboa;Santo Antnio;Entire home/apt;70;5;7;0.13;1;0
Mafra;Mafra;Entire home/apt;70;5;6;0.09;1;364
Lisboa;Santa Maria Maior;Entire home/apt;50;3;0;;1;0
;;;;;;;;
Lumiar;38.77399;55;1;67;;1;257;
Lisboa;Santa Maria Maior;Entire home/apt;45;3;208;3.16;6;297
Cascais;Cascais e Estoril;Entire home/apt;138;3;9;0.25;1;365
Lisboa;Campo de Ourique;Entire home/apt;158;1;84;1.41;6;348
Lisboa;So Vicente;Entire home/apt;45;2;126;1.95;6;339
Lisboa;Santa Maria Maior;Entire home/apt;110;3;309;4.71;22;284
Lisboa;Lumiar;Private room;27;1;105;1.59;2;360
Cascais;Cascais e Estoril;Entire home/apt;177;3;18;0.28;2;365
Sintra;Colares;Private room;40;3;22;0.36;7;360
Sintra;Colares;Private room;40;3;12;0.19;7;364
Cascais;Cascais e Estoril;Entire home/apt;139;3;17;0.27;1;365
Sintra;Colares;Private room;45;3;47;0.73;7;364
Lisboa;Arroios;Entire home/apt;61;2;9;0.14;65;350
Lisboa;Alcntara;Entire home/apt;49;1;70;1.25;1;83
Lisboa;Santa Maria Maior;Entire home/apt;60;3;310;4.74;2;314
Mafra;Mafra;Entire home/apt;35;2;10;0.19;7;344
Cascais;Carcavelos e Parede;Entire home/apt;130;1;0;;1;362
Sintra;Colares;Entire home/apt;250;4;59;0.92;4;243
Mafra;Mafra;Entire home/apt;175;7;21;0.32;1;149
Lisboa;Misericrdia;Entire home/apt;65;2;233;3.63;2;59
Lisboa;Santa Maria Maior;Private room;80;3;3;0.06;21;173
Cascais;Cascais e Estoril;Entire home/apt;95;3;8;0.12;9;365
Lisboa;Penha de Frana;Private room;23;2;225;3.49;13;50
Lisboa;Avenidas Novas;Entire home/apt;60;3;165;2.52;4;343
Lisboa;Alvalade;Entire home/apt;400;4;22;0.34;1;142
Lisboa;Santo Antnio;Entire home/apt;74;4;13;0.45;1;0
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;60;2;361;5.54;1;263
Lisboa;Lumiar;Entire home/apt;85;4;4;0.07;5;29
Lisboa;Santa Maria Maior;Entire home/apt;161;4;80;1.23;5;313
Cascais;Cascais e Estoril;Entire home/apt;55;7;0;;1;0
Lisboa;Estrela;Entire home/apt;145;3;26;0.41;22;271
Lisboa;Santa Maria Maior;Entire home/apt;60;1;127;1.95;3;0
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;40;5;4;0.15;1;38
Lisboa;Santa Maria Maior;Private room;27;1;372;5.66;12;358
Lisboa;Estrela;Entire home/apt;122;2;75;1.17;2;113
Lisboa;Santa Maria Maior;Private room;27;1;344;6.59;12;358
Cascais;Cascais e Estoril;Entire home/apt;75;3;5;0.08;12;1
Cascais;Cascais e Estoril;Entire home/apt;66;1;153;2.32;1;236
Lisboa;So Domingos de Benfica;Entire home/apt;50;3;89;1.37;1;327
Lisboa;Avenidas Novas;Entire home/apt;47;1;83;1.28;12;89
Odivelas;Odivelas;Private room;100;1;0;;1;365
Lisboa;Estrela;Private room;25;28;19;0.29;1;276
Lourinh;Lourinh e Atalaia;Private room;40;1;9;0.14;12;180
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;141;2;65;1.01;5;328
Lisboa;Misericrdia;Entire home/apt;200;3;29;0.45;2;62
Cascais;Carcavelos e Parede;Entire home/apt;80;1;4;0.06;2;331
Lisboa;Santa Maria Maior;Entire home/apt;140;3;10;0.15;15;253
Lisboa;Santa Maria Maior;Entire home/apt;100;3;2;0.04;15;303
Lisboa;Santa Maria Maior;Entire home/apt;115;3;0;;15;283
Lisboa;Misericrdia;Entire home/apt;175;2;155;2.81;5;347
Lisboa;Estrela;Entire home/apt;41;3;295;4.57;8;94
Lisboa;Campo de Ourique;Entire home/apt;45;3;76;1.16;1;241
Lisboa;Misericrdia;Entire home/apt;55;3;361;5.50;10;198
Mafra;Santo Isidoro;Private room;60;1;4;0.06;7;156
Lisboa;Santa Maria Maior;Entire home/apt;55;2;279;4.27;6;319
Lisboa;Santa Maria Maior;Entire home/apt;53;2;265;4.10;6;324
Lisboa;Misericrdia;Entire home/apt;105;3;3;0.16;15;64
Lisboa;Santa Maria Maior;Entire home/apt;110;3;6;0.11;15;147
Lisboa;Santa Maria Maior;Entire home/apt;100;3;3;0.05;15;324
Lisboa;Santa Maria Maior;Entire home/apt;200;2;44;0.81;15;321
Lisboa;Santa Maria Maior;Entire home/apt;135;3;2;0.04;15;259
Lisboa;Santa Maria Maior;Entire home/apt;185;2;1;0.05;15;247
Lisboa;Misericrdia;Entire home/apt;115;3;65;1.00;1;300
Lisboa;Misericrdia;Entire home/apt;70;2;429;6.54;20;232
Lisboa;Campolide;Private room;18;2;183;2.88;3;153
Lisboa;Santa Maria Maior;Entire home/apt;49;2;46;0.71;2;148
Mafra;Ericeira;Entire home/apt;60;2;31;0.48;7;361
Lisboa;So Vicente;Entire home/apt;80;2;26;0.45;3;310
Lourinh;Lourinh e Atalaia;Hotel room;99;2;2;0.04;14;231
Lisboa;Santo Antnio;Entire home/apt;175;2;145;2.31;5;336
Lisboa;Santa Maria Maior;Entire home/apt;80;2;135;2.09;1;252
Lourinh;Lourinh e Atalaia;Entire home/apt;170;6;0;;2;83
Lisboa;Santa Maria Maior;Entire home/apt;53;2;236;3.61;6;344
Lisboa;Santa Maria Maior;Private room;55;1;3;0.07;16;329
Lisboa;Avenidas Novas;Entire home/apt;75;3;38;0.58;2;233
Lisboa;Santa Maria Maior;Entire home/apt;45;1;282;4.29;10;346
Lisboa;Santa Maria Maior;Private room;55;1;20;0.31;16;332
Lisboa;Marvila;Private room;22;1;41;0.66;4;0
Sintra;Colares;Entire home/apt;125;3;21;0.32;1;209
Lisboa;Santa Maria Maior;Entire home/apt;40;2;290;4.43;6;182
Lourinh;Lourinh e Atalaia;Entire home/apt;129;4;5;0.10;315;76
Mafra;Igreja Nova e Cheleiros;Entire home/apt;60;6;7;0.17;4;364
Lisboa;Arroios;Entire home/apt;73;3;266;4.10;2;351
